market,topic
Will Drake feature Chris Brown on ICEMAN?,immigration_border
Will Drake feature DJ Khaled on ICEMAN?,immigration_border
Will Drake feature Future on ICEMAN?,immigration_border
Will Drake feature Giveon on ICEMAN?,immigration_border
Will Drake feature J. Cole on ICEMAN?,immigration_border
Will Drake feature Julia Wolf on ICEMAN?,immigration_border
Will Drake feature Kendrick Lamar on ICEMAN?,immigration_border
Will Drake feature Lil Baby on ICEMAN?,immigration_border
Will Drake feature Lil Wayne on ICEMAN?,immigration_border
Will Drake feature Lil Yachty on ICEMAN?,immigration_border
Will Drake feature Metro Boomin on ICEMAN?,immigration_border
Will Drake feature Nicki Minaj on ICEMAN?,immigration_border
Will Drake feature Pimmie on ICEMAN?,immigration_border
Will Drake feature SZA on ICEMAN?,immigration_border
Will Drake feature Sampha on ICEMAN?,immigration_border
Will Drake feature Teezo Touchdown on ICEMAN?,immigration_border
Will Drake feature Travis Scott on ICEMAN?,immigration_border
Will Drake feature Ty Dolla $ign on ICEMAN?,immigration_border
Will Drake feature Yeat on ICEMAN?,immigration_border
Will ICE detain 800+ people on February 1?,immigration_border
Will Ilhan Omar be deported by December 31?,immigration_border
"Will NYC give migrant families $10,000?",immigration_border
Will Trump deport Elon Musk in 2025?,immigration_border
Will Trump pass a border/immigration law in first 100 days?,immigration_border
Will Zohran Mamdani be deported by December 31?,immigration_border
Will anyone charged over daycare fraud in MN be deported by March 31?,immigration_border
"Will fully vaccinated non-essential Canadian travelers be permitted to cross into the US through the land borders by September 1, 2021?",immigration_border
Will the US deport illegal migrants to Argentina by March 31?,immigration_border
"Will there be over 220,000 encounters at the US-Mexico border in August 2021?",immigration_border
Any EU nation's debt downgraded before 2027?,macro_economy
Will Argentina’s monthly inflation in March 2026 be between 3.1% and 3.3%?,macro_economy
Will Canada's annual inflation increase by 2.2% in November?,macro_economy
Will Canada’s 2026 inflation be between 2.0% and 2.4%?,macro_economy
Will Canada’s February 2026 unemployment rate be 6.5%?,macro_economy
Will Eurozone GDP growth in Q4 2025 be between 1.0 and 1.5%?,macro_economy
Will Germany GDP growth in Q1 2026 be between 1.0% and 1.2%?,macro_economy
Will Germany GDP growth in Q4 2025 be exactly 0.2%?,macro_economy
Will Japan GDP growth in Q1 2026 be between 0.6% and 0.8%?,macro_economy
Will Japan GDP growth in Q4 2025 be between 0.7% and 0.9%?,macro_economy
Will Japan GDP growth in Q4 2025 be less than or equal to 0.0%?,macro_economy
Will Japan’s December 2025 unemployment rate be ≤2.1%?,macro_economy
Will Mexico’s January unemployment rate be 2.6%?,macro_economy
Will South African inflation be greater than 5.0% in 2026?,macro_economy
Will South Korea GDP growth in Q2 2026 be between 1.5% and 1.9%?,macro_economy
Will U.S. GDP growth be between -1% and -2% in Q1 2025?,macro_economy
Will U.S. inflation be greater than 0.0% from April to May 2023?,macro_economy
Will U.S. inflation be greater than 0.1% from February to March 2023?,macro_economy
Will U.S. inflation be more than 0.5% from September to October 2022?,macro_economy
Will UK GDP growth in Q1 2026 be between 1.2% and 1.5%?,macro_economy
Will US GDP growth in Q1 2026 be between 3.0% and 3.5%?,macro_economy
Will US GDP growth in Q2 2025 be between 3.0% and 3.5%?,macro_economy
Will US inflation be greater than 0.4% from January to February 2023?,macro_economy
Will US inflation be more than 0.5% from December 2022 to January 2023?,macro_economy
Will annual inflation in Argentina increase by between 30% and 32.9% in January 2026?,macro_economy
Will annual inflation in Argentina increase by between 33% and 35.9% in January 2026?,macro_economy
Will annual inflation in Argentina increase by less than 24% in January 2026?,macro_economy
Will annual inflation increase by 2.1% in March?,macro_economy
Will annual inflation increase by 2.3% in January?,macro_economy
Will annual inflation increase by 2.3% in March?,macro_economy
Will annual inflation increase by 2.3% in May?,macro_economy
Will annual inflation increase by 2.5% in January?,macro_economy
Will annual inflation increase by 2.7% in January?,macro_economy
Will annual inflation increase by 2.7% in March?,macro_economy
Will annual inflation increase by 3.0% in November?,macro_economy
Will annual inflation increase by ≥2.7% in January?,macro_economy
Will average US gas price be $3.16 on February 21?,macro_economy
Will gas hit (High) $4.25 by April 30?,macro_economy
Will inflation reach more than 6% in 2026?,macro_economy
Will monthly inflation be 3.0% or higher in September?,macro_economy
Will monthly inflation increase by 0.1% in July?,macro_economy
Will monthly inflation increase by 0.3% in June?,macro_economy
Will monthly inflation increase by 0.5% or more in April?,macro_economy
Will monthly inflation increase by 0.7% in March?,macro_economy
Will the August 2025 unemployment rate be ≤3.9%?,macro_economy
Will the Eurozone's annual inflation increase by ≥2.7% in November?,macro_economy
Will the U-3 unemployment rate in January be above 4.0%?,macro_economy
Will the U.K.'s annual inflation increase by 3.0% in December?,macro_economy
Will the U.K.’s October–December 2025 unemployment rate be 5.0%?,macro_economy
Will weekly jobless claims exceed 360K for the week ending on July 17?,macro_economy
"Will ""Patreon"" be said during the next episode of the Lemonade Stand Podcast?",mentions_speech
"Will ""Toronto"" be said on ICEMAN?",mentions_speech
Will Alphabet Inc. (GOOGL) hit (LOW) $320 Week of April 27 2026?,mentions_speech
"Will Bill Ackman say ""Million"" or ""Billion 5+ times"" during the X Space event on November 18?",mentions_speech
"Will Bill Clinton say ""Massage"" during his Epstein testimony?",mentions_speech
"Will Donald Trump say ""Social Security"" during his Georgia speech?",mentions_speech
"Will Donald Trump say ""crypto"" or ""Bitcoin"" during his North Carolina rally?",mentions_speech
Will Eric Adams resign by Nov 30?,mentions_speech
"Will Gretchen Whitmer say ""Israel"" in DNC speech?",mentions_speech
Will Intuit (INTU) beat quarterly earnings?,mentions_speech
"Will JD Vance say ""Border"" or ""Immigration"" 5+ times at AmericaFest events on December 21?",mentions_speech
Will Jesus Christ return in 2025?,mentions_speech
"Will Joe Biden say ""Trump"" during his appearance at the Ben Nelson Gala on November 7?",mentions_speech
"Will Kamala Harris say ""Attorney General"" on the Rachel Maddow Show on September 22?",mentions_speech
"Will Kamala Harris say ""Oprah"" during her Pennsylvania speech?",mentions_speech
"Will Kamala Harris say ""abortion ban"" during her Pennsylvania rally?",mentions_speech
"Will Karoline Leavitt say ""AI"" or ""Artificial Intelligence"" during next White House press briefing?",mentions_speech
"Will Karoline Leavitt say ""Go ahead"" 5+ times during next White House press briefing?",mentions_speech
"Will Karoline Leavitt say ""War"" 5+ times during next White House press briefing?",mentions_speech
Will Las Vegas Sands (LVS) beat quarterly earnings?,mentions_speech
"Will Leavitt say ""Antifa"" during next White House press briefing?",mentions_speech
"Will Leavitt say ""Egg"" during the next White House Press Briefing?",mentions_speech
"Will Leavitt say ""Ukraine"" during next White House press briefing?",mentions_speech
Will NVIDIA (NVDA) hit (LOW) $148 Week of March 30 2026?,mentions_speech
Will Tom Emmer be the first elected Speaker of the House for the 119th congress?,mentions_speech
Will Trump mention Nikki Haley the most in South Carolina speech?,mentions_speech
"Will Trump post ""Filibuster"" on Truth Social this week?",mentions_speech
"Will Trump say ""250"" at Fort Bragg on Friday?",mentions_speech
"Will Trump say ""Comrade Kamala"" at debate?",mentions_speech
"Will Trump say ""Fake News"" during the Easter Lunch on Wednesday?",mentions_speech
"Will Trump say ""Fat"" during Ohio visit?",mentions_speech
"Will Trump say ""Greenland"" during victory rally? ",mentions_speech
"Will Trump say ""Mexico"" at Rocky Mount events on Friday?",mentions_speech
"Will Trump say ""Midnight Hammer"" in March?",mentions_speech
"Will Trump say ""Most Favored Nation"" during Ohio visit?",mentions_speech
"Will Trump say ""Oil"" or ""Gas"" or ""Gasoline"" at the NRCC Dinner on March 25?",mentions_speech
"Will Trump say ""Peanut"" this week?",mentions_speech
"Will Trump say ""Pope"" during TPUSA events on April 17?",mentions_speech
"Will Trump say ""President Xi"" during Netanyahu events today?",mentions_speech
"Will Trump say ""Recorded History"" during the announcement on Thursday?",mentions_speech
"Will Trump say ""Rock"" or ""Scissors"" at the Turkey Pardon on Tuesday?",mentions_speech
"Will Trump say ""Somalia"" during his February 4 press conference with Netanyahu?",mentions_speech
"Will Trump say ""Sucker"" or ""Sucked"" in December?",mentions_speech
"Will Trump say ""Teleprompter"" during North Carolina rally on October 21?",mentions_speech
"Will Trump say ""TikTok"" this week?",mentions_speech
"Will Trump say ""border"" 5 or more times at his Arizona speech?",mentions_speech
"Will Trump say ""rape"" during his CNN town hall?",mentions_speech
Will Trump say 'Peace' 10+ times during the 2025 State of the Union?,mentions_speech
Will Trump speak to Keir Starmer in May?,mentions_speech
"Will Uber say ""Regulator / Regulation"" during earnings call?",mentions_speech
The Life of a Showgirl Parlay,personal_promo
Another Trump x Musk space before October?,science_space
Major Space Weather event this week? (March 22-28),science_space
Russian nuke in space by March 31?,science_space
SpaceX 6th Starship launch reaches space?,science_space
"SpaceX goes public through Bill Ackman ""SPAR"" company?",science_space
SpaceX or OpenAI higher IPO Market Cap?,science_space
Trump goes to space in 2026?,science_space
Will Artemis II launch by February 7?,science_space
"Will Aster reach $2.20 by December 31, 2026?",science_space
Will Blast launch on February 27?,science_space
Will Citigroup or any of its underwriting affiliates serve as the lead underwriter in SpaceX’s initial public offering?,science_space
Will Jeff Bezos reach outer space by July 30?,science_space
"Will New Glenn Flight 3 launch by December 31, 2025?",science_space
Will Rocket Lab (RKLB) finish week of November 10 above $61?,science_space
Will Rocket Lab (RKLB) finish week of November 10 above $62?,science_space
Will Rocket Lab (RKLB) finish week of November 17 above $39?,science_space
Will Rocket Lab (RKLB) finish week of November 17 above $46?,science_space
Will Rocket Lab (RKLB) finish week of November 17 above $48?,science_space
Will Rocket Lab (RKLB) finish week of November 24 above $34?,science_space
Will Rocket Lab (RKLB) finish week of November 24 above $39?,science_space
Will Rocket Lab (RKLB) finish week of November 24 above $40?,science_space
"Will Rocket Lab USA, Inc. (RKLB) hit (HIGH) $72 Week of March 30 2026?",science_space
"Will Rocket Lab USA, Inc. (RKLB) hit (HIGH) $74 Week of April 6 2026?",science_space
"Will Rocket Lab USA, Inc. (RKLB) hit (HIGH) $80 Week of May 4 2026?",science_space
"Will Rocket Lab USA, Inc. (RKLB) hit (HIGH) $84 Week of May 4 2026?",science_space
"Will Rocket Lab USA, Inc. (RKLB) hit (HIGH) $84 in May?",science_space
"Will Rocket Lab USA, Inc. (RKLB) hit (HIGH) $88 in May?",science_space
"Will Rocket Lab USA, Inc. (RKLB) hit (LOW) $48 Week of March 30 2026?",science_space
"Will Rocket Lab USA, Inc. (RKLB) hit (LOW) $48 in April?",science_space
"Will Rocket Lab USA, Inc. (RKLB) hit (LOW) $58 Week of April 6 2026?",science_space
"Will Rocket Lab USA, Inc. (RKLB) hit (LOW) $66 Week of April 27 2026?",science_space
"Will Rocket Lab USA, Inc. (RKLB) hit (LOW) $68 Week of May 4 2026?",science_space
Will Rocket Lab dip to $26 in November?,science_space
Will Rocket Lab reach $108 in November?,science_space
Will Rocket Lab reach $90 in November?,science_space
"Will SpaceX IPO by June 30, 2026?",science_space
Will SpaceX Starship Flight Test 12 launch by April 7?,science_space
Will SpaceX Starship Flight Test 12 launch by November 30?,science_space
Will SpaceX Starship Flight Test 8 launch before April?,science_space
Will SpaceX Starship Flight Test 8 launch before March 15?,science_space
Will SpaceX Starship Flight Test 8 launch by March 6?,science_space
"Will SpaceX file for an IPO by April 3, 2026?",science_space
Will SpaceX’s initial public offering occur in December 2026 (ET)?,science_space
Will SpaceX’s initial public offering occur in February 2026 (ET)?,science_space
Will SpaceX’s initial public offering occur in October 2026 (ET)?,science_space
"Will Trump say ""Elon"" or ""Musk"" during astronaut greeting?",science_space
Will UBS or any of its underwriting affiliates serve as the lead underwriter in SpaceX’s initial public offering?,science_space
Will the Blue Origin New Glenn rocket explode during November 13 launch?,science_space
Will the Doge-1 Lunar Mission launch before 2027?,science_space
Will the chopsticks catch SpaceX Starship Flight Test 10 Superheavy booster?,science_space
Agamenone vs. Rodesch: Match O/U 21.5,sports
Aiava vs. Dart: Set 1 Games O/U 8.5,sports
Alba Berlin vs. AEK,sports
Ausar Thompson: Points O/U 10.5,sports
Central Connecticut State Blue Devils vs. Massachusetts Minutemen: O/U 141.5,sports
Charlotte 49ers vs. South Florida Bulls,sports
Charlotte 49ers vs. Tulane: O/U 53.5,sports
Eagles vs. Chargers: O/U 34.5,sports
Exact Score: BV Borussia 09 Dortmund 0 - 1 Hamburger SV?,sports
Exact Score: Leeds United FC 3 - 2 Sunderland AFC?,sports
Ficovich vs. Wu: Set 1 Games O/U 9.5,sports
Fils vs. Nava: Set 1 Games O/U 8.5,sports
Georgia State vs. Georgia Southern,sports
Hawks vs. Cavaliers: O/U 239.5,sports
Hokkaidō Consadole Sapporo vs. Iwaki FC: O/U 2.5,sports
Houston Christian Huskies vs. East Texas A&M Lions: O/U 138.5,sports
Japan Women's Open: Sorana Cirstea vs Moyuka Uchijima,sports
Max Christie: Assists O/U 2.5,sports
Montpellier HSC vs. ES Troyes AC: Both Teams to Score,sports
Nets vs. Bucks: O/U 220.5,sports
New Hampshire Wildcats vs. Saint Louis Billikens: O/U 156.5,sports
Nicholls Colonels vs. New Orleans Privateers,sports
Pakistan Super League: Multan Sultans vs Hyderabad Kingsmen - Team Top Batter Hyderabad Kingsmen Winner,sports
Ranji Trophy: Puducherry vs Jammu & Kashmir (Game 1) - Team Top Batter Draw,sports
Rockets vs. Suns: O/U 219.5,sports
Set Handicap: Maestrelli (-1.5) vs Giustino (+1.5),sports
Spread: AJ Auxerre (-1.5),sports
Spread: Avalanche (-1.5),sports
Spread: Furman Paladins (-1.5),sports
Spread: Heat (-11.5),sports
Spread: Navy Midshipmen (-7.5),sports
Spread: RCD Espanyol de Barcelona (-2.5),sports
Spread: Vila Nova FC (-1.5),sports
TCU Horned Frogs vs. Baylor Bears: O/U 148.5,sports
Twins vs. Red Sox,sports
Valencia CF vs. RCD Mallorca: O/U 1.5,sports
Vermont State-Lyndon Hornets vs. New Haven Chargers,sports
VfB Stuttgart vs. Celtic FC: O/U 4.5,sports
Will Al Qadisiyah Saudi Club win on 2026-01-14?,sports
Will FC Bayern München vs. RU Saint-Gilloise end in a draw?,sports
Will Giuliana Olmos & Aldila Sutjiadi win the 2025 WTA Tokyo Women’s Doubles Tournament?,sports
Will Juventus win the UEFA Champions League?,sports
Will Kota Kaneko lead after Round 2 of the Baycurrent Classic 2025?,sports
Will Newcastle United FC win on 2026-03-14?,sports
Will Oliver Bearman achieve pole position in Sprint Qualifying at the 2025 F1 Brazilian Grand Prix?,sports
Will Olympique de Marseille win on 2025-09-22?,sports
Will Si Woo Kim win the 2025 Wyndham Championship?,sports
Will Toyota run an Ad during Super Bowl LIX?,sports
Will Tranmere Rovers FC win on 2026-04-11?,sports
Will the match be a Draw?,sports
14 green Bitcoin hourly candles on March 23?,stats_counting
Ethereum ETF Flows on November 5?,stats_counting
March Madness: Will 4 teams seeded #1 make the Final 4?,stats_counting
Travis Scott's Utopia over 500k sales week 1?,stats_counting
Will 27 named typhoons occur in the Northwest Pacific in 2025?,stats_counting
Will Bernard Arnault be 3rd richest person on March 31?,stats_counting
"Will Donald Trump post 200+ Truth Social posts from April 24 to May 1, 2026?",stats_counting
"Will Elon Musk post 120-139 tweets from November 14 to November 21, 2025?",stats_counting
"Will Elon Musk post 140-164 tweets from February 28 to March 2, 2026?",stats_counting
Will Elon Musk post 1680-1759 tweets in May 2026?,stats_counting
"Will Elon Musk post 180-199 tweets from December 19 to December 26, 2025?",stats_counting
"Will Elon Musk post 240+ tweets from April 2 to April 4, 2026?",stats_counting
"Will Elon Musk post 360-379 tweets from October 17 to October 24, 2025?",stats_counting
"Will Elon Musk post 400-419 tweets from January 9 to January 16, 2026?",stats_counting
"Will Elon Musk post 400-419 tweets from October 28 to November 4, 2025?",stats_counting
"Will Elon Musk post 420-439 tweets from May 1 to May 8, 2026?",stats_counting
"Will Elon Musk post 480-499 tweets from April 14 to April 21, 2026?",stats_counting
"Will Elon Musk post 520-539 tweets from September 23 to September 30, 2025?",stats_counting
"Will Elon Musk post 540-559 tweets from October 24 to October 31, 2025?",stats_counting
"Will Elon Musk post 560-579 tweets from February 10 to February 17, 2026?",stats_counting
"Will Elon Musk post 580+ tweets from March 31 to April 7, 2026?",stats_counting
"Will Elon Musk post 65-89 tweets from January 31 to February 2, 2026?",stats_counting
Will Elon tweet 150–174 times April 25–May 2?,stats_counting
Will Kamala Harris get 78-80m votes in the 2024 U.S. Presidential Election?,stats_counting
Will MrBeast hit 123 billion views by May 31?,stats_counting
Will MrBeast's next video get less than 40 million views on day 2?,stats_counting
Will Netflix reach $175 in December?,stats_counting
Will Netflix reach $455 in March?,stats_counting
Will Oracle be the most valuable company on October 31?,stats_counting
Will Palantir Technologies Inc. (PLTR) hit (LOW) $132 in May?,stats_counting
Will Palantir Technologies Inc. (PLTR) hit (LOW) $138 Week of April 20 2026?,stats_counting
Will Sidemen's next video get between 4.0–4.5 million views on day 1?,stats_counting
Will SpaceX have exactly 9 launches in February?,stats_counting
"Will Ted Cruz post 200+ posts from April 24 to May 1, 2026?",stats_counting
Will Tesla (TSLA) finish week of February 2 above $445?,stats_counting
Will Tesla (TSLA) finish week of November 17 above $415?,stats_counting
"Will Tesla, Inc. (TSLA) hit (HIGH) $382.50 Week of April 27 2026?",stats_counting
"Will Tesla, Inc. (TSLA) hit (HIGH) $420 in May?",stats_counting
Will Trump post 110-119 times on Truth Feb 28 - March 7?,stats_counting
"Will Zelenskyy post 0-19 posts from March 31 to April 7, 2026?",stats_counting
Will more than 2 million people travel through a TSA checkpoint on any day on or before June 15?,stats_counting
Will the US strike ≤3 countries in January 2026?,stats_counting
"Will the number of US flights delayed on April 11 be less than 4,000?",stats_counting
"Will the total number of TSA passengers for February 16 be less than 2,000,000?",stats_counting
"Will the total number of TSA passengers for January 13 be between 2,100,000 and 2,200,000?",stats_counting
"Will the total number of TSA passengers for January 14 be between 1,500,000 and 1,600,000?",stats_counting
"Will the total number of TSA passengers for January 2 be between 2,250,000 and 2,500,000?",stats_counting
"Will the total number of TSA passengers for January 23 be greater than 2,400,000?",stats_counting
Will there be exactly 5 earthquakes of magnitude 5.5 or higher worldwide from May 4 - 10?,stats_counting
Will there be exactly 5 major space weather events this week?,stats_counting
Applied Intuition IPO before 2027?,stocks_companies
Dan Clancy out as Twitch CEO in 2025?,stocks_companies
Freddie Mac IPO in 2025?,stocks_companies
Kraken IPO closing market cap above $22B?,stocks_companies
Mistral AI IPO in 2025?,stocks_companies
Sam Altman out as OpenAI CEO before 2027?,stocks_companies
Tim Cook out as Apple CEO before 2027?,stocks_companies
Vanta IPO before 2027?,stocks_companies
Wealthfront IPO before 2027?,stocks_companies
Will AAPL be the largest company by mcap on September 30?,stocks_companies
Will Alphabet be the largest company in the world by market cap on June 30?,stocks_companies
Will Amazon be the largest company in the world by market cap on December 31?,stocks_companies
Will Amazon be the largest company in the world by market cap on September 30?,stocks_companies
Will Bain Capital Specialty Finance (BCSF) beat quarterly earnings?,stocks_companies
"Will Ciena (CIEN) be added to the S&P 500 by March 31, 2026?",stocks_companies
Will Domino's Pizza (DPZ) beat quarterly earnings?,stocks_companies
Will Encore Medical not IPO before June 2026?,stocks_companies
Will Google be the largest company in the world by market cap on September 30?,stocks_companies
Will IONQ (IONQ) beat quarterly earnings?,stocks_companies
Will Integra Lifesciences Holdings (IART) beat quarterly earnings?,stocks_companies
Will Jason Calacanis be the next CEO of X?,stocks_companies
Will John Legere be the next CEO of X?,stocks_companies
Will Jon McNeill be the next CEO of Lululemon?,stocks_companies
Will Lucid announce bankruptcy before 2027?,stocks_companies
Will MicroStrategy announce bankruptcy before 2027?,stocks_companies
Will Microsoft (MSFT) be the top performing Magnificent 7 company during the week of February 9?,stocks_companies
Will Microsoft Corporation (MSFT) hit (HIGH) $420 Week of April 6 2026?,stocks_companies
Will Microsoft Corporation (MSFT) hit (HIGH) $435 in May?,stocks_companies
Will Microsoft Corporation (MSFT) hit (HIGH) $465 in May?,stocks_companies
Will Microsoft Corporation (MSFT) hit (LOW) $390 Week of April 27 2026?,stocks_companies
Will Microsoft Corporation (MSFT) hit (LOW) $397.50 Week of April 27 2026?,stocks_companies
Will Microsoft be the largest company in the world by market cap on December 31?,stocks_companies
Will Moog (MOG.A) beat quarterly earnings?,stocks_companies
Will MrBeast be the next CEO of X?,stocks_companies
Will NVIDIA (NVDA) be the top performing Magnificent 7 company during the week of March 2?,stocks_companies
Will OpenAI have the highest IPO Market Cap 2026?,stocks_companies
Will PayPal be acquired before 2027?,stocks_companies
Will S&P 500 (SPY) hit (HIGH) $715 Week of April 13 2026?,stocks_companies
Will S&P 500 (SPY) hit (HIGH) $725 Week of April 27 2026?,stocks_companies
Will S&P 500 (SPY) hit (LOW) $680 in May?,stocks_companies
Will S&P 500 (SPY) hit (LOW) $710 Week of May 4 2026?,stocks_companies
Will S&P 500 (SPY) hit (LOW) $720 Week of May 4 2026?,stocks_companies
Will Saudi Aramco be the largest company in the world by market cap on November 30?,stocks_companies
Will Semtech (SMTC) beat quarterly earnings?,stocks_companies
Will Sheryl Sandberg be the next CEO of X?,stocks_companies
Will Stripe’s market cap be between $80B and $100B at market close on IPO day?,stocks_companies
Will Sunoco (SUN) beat quarterly earnings?,stocks_companies
Will Sunoco (SUN) beat quarterly earnings?,stocks_companies
Will another company be the largest company in the world on January 31?,stocks_companies
Will no CEO be announced in 2025?,stocks_companies
30% EU tariff in effect by August 1?,tariffs_trade
New 10% US blanket tariff goes into effect by February 28?,tariffs_trade
Trump announces tariff for Iran military cooperation by April 17?,tariffs_trade
Trump imposes tariff on pharmaceuticals by September 30?,tariffs_trade
Trump imposes tariff on semiconductors by September 30?,tariffs_trade
Trump trade deal before June?,tariffs_trade
"U.S. agrees to a new trade deal with ""Australia"" before 2027?",tariffs_trade
"U.S. agrees to a new trade deal with ""Brazil"" before 2027?",tariffs_trade
"U.S. agrees to a new trade deal with ""European Union""?",tariffs_trade
"U.S. agrees to a new trade deal with ""Japan"" before 2027?",tariffs_trade
"U.S. agrees to a new trade deal with ""Mexico""?",tariffs_trade
"U.S. agrees to a new trade deal with ""Russia""?",tariffs_trade
"U.S. agrees to a new trade deal with ""South Africa"" before 2027?",tariffs_trade
US tariff revenue up in Q3 2025?,tariffs_trade
Will Congress pass a bill limiting Trump's tariffs before July? ,tariffs_trade
Will Taiwan counter tariff the U.S. in April?,tariffs_trade
Will Trump agree to a tariff agreement with Argentina in July?,tariffs_trade
Will Trump agree to a tariff agreement with Australia by December 31?,tariffs_trade
Will Trump agree to a tariff agreement with Brazil by November 30?,tariffs_trade
Will Trump agree to a tariff agreement with China in October?,tariffs_trade
Will Trump agree to a tariff agreement with France in September?,tariffs_trade
Will Trump agree to a tariff agreement with India in October?,tariffs_trade
Will Trump agree to a tariff agreement with Mexico in August?,tariffs_trade
Will Trump agree to a tariff agreement with Mexico in September?,tariffs_trade
Will Trump agree to a tariff agreement with South Korea in July?,tariffs_trade
Will Trump agree to a tariff agreement with South Korea in September?,tariffs_trade
Will Trump impose tariffs on China before March?,tariffs_trade
Will Trump impose tariffs on Panama in the first 100 days?,tariffs_trade
Will Trump impose tariffs on the UK in his first week? ,tariffs_trade
Will Trump lower tariffs on India next?,tariffs_trade
Will Trump not lower tariffs on any country by July 31?,tariffs_trade
Will Trump reduce majority of tariffs in April?,tariffs_trade
Will Trump reduce or pause tariffs on European Union in April?,tariffs_trade
Will Trump reduce or pause tariffs on India before June?,tariffs_trade
Will Trump reduce or pause tariffs on Indonesia before June?,tariffs_trade
Will Trump reduce or pause tariffs on Pakistan in April?,tariffs_trade
Will Trump reduce or pause tariffs on Sri Lanka in April?,tariffs_trade
Will Trump reduce or pause tariffs on Switzerland before June?,tariffs_trade
Will Trump reduce or pause tariffs on Taiwan in April?,tariffs_trade
Will Trump reduce or pause tariffs on the European Union before June?,tariffs_trade
Will Trump remove 10% blanket tariff in April?,tariffs_trade
Will Trump remove tariff on Canada before March?,tariffs_trade
Will Trump remove tariff on China before March?,tariffs_trade
Will Trump remove tariff on Mexico before March?,tariffs_trade
Will Vietnam counter tariff the U.S. in April?,tariffs_trade
Will the Court Force Trump to Refund Tariffs?,tariffs_trade
Will the Supreme Court rule on Trump's tarriffs by January 14?,tariffs_trade
Will the Supreme Court rule on Trump's tarriffs by March 31?,tariffs_trade
Will the U.S. collect between $200b and $500b in revenue in 2025?,tariffs_trade
Will the U.S. tariff rate on China be less than 20% on April 30?,tariffs_trade
ChatGPT Outage by April 10?,tech_ai
ChatGPT Outage by February 28?,tech_ai
DeepSeek V4 released by April 26?,tech_ai
OpenAI announces it has achieved AGI in 2024?,tech_ai
OpenAI announces search competitor on Monday?,tech_ai
Will Alibaba have the #1 AI model at the end of May 2026 (Style Control On)?,tech_ai
Will Alibaba have the second best AI model at the end of April 2026?,tech_ai
Will Alibaba have the top AI model on December 31?,tech_ai
Will Amazon have the best AI model at the end of May 2026?,tech_ai
Will Anthropic have the best AI model at the end of March 2026?,tech_ai
Will Anthropic have the second-best Coding AI model at the end of April 2026?,tech_ai
Will Apple launch a HomePod on September 9?,tech_ai
Will Apple release a new product line in 2025?,tech_ai
Will Baidu have the #3 AI model at the end of February 2026?,tech_ai
Will Baidu have the second-best Math AI model at the end of April 2026?,tech_ai
Will ChatGPT be back in as the #1 Free App in the US Apple Store by February 19?,tech_ai
Will ChatGPT be out as the #1 Free App in the US Apple Store by March 20?,tech_ai
"Will DeepSeek V4 be released on May 12, 2026?",tech_ai
"Will DeepSeek V4 be released on May 13, 2026?",tech_ai
Will DeepSeek have the top AI model on February 28?,tech_ai
Will GPT-5 be released by December 31?,tech_ai
Will GPT-5 be released on August 14?,tech_ai
Will Google have the #1 AI model at the end of April 2026 (Style Control On)?,tech_ai
Will Google have the #3 AI model at the end of February 2026?,tech_ai
Will Google have the #3 AI model at the end of May 2026 (Style Control On)?,tech_ai
Will Google have the second-best Coding AI model at the end of May 2026?,tech_ai
Will Google have the top AI model at the end of November 2025?,tech_ai
Will Meituan have the best AI model at the end of March 2026?,tech_ai
Will Meituan have the second-best AI model at the end of January 2026?,tech_ai
Will Meta have the #3 AI model at the end of June 2026 (Style Control On)?,tech_ai
Will Meta have the best Math AI model at the end of May 2026?,tech_ai
Will Meta have the second best AI model on September 30?,tech_ai
Will Meta have the top AI model on May 31?,tech_ai
Will Microsoft have the best AI model at the end of June 2026?,tech_ai
Will Microsoft have the top AI model on December 31?,tech_ai
Will Mistral be the first company to have an AI model hit 1550 on Chatbot Arena in 2026?,tech_ai
Will Mistral have the #3 AI model at the end of January 2026?,tech_ai
Will Moonshot have the second-best Coding AI model at the end of April 2026?,tech_ai
Will OpenAI announce a phone in 2026?,tech_ai
Will OpenAI have the best AI model on October 31?,tech_ai
Will OpenAI have the second-best Math AI model at the end of April 2026?,tech_ai
Will Z.ai have the #2 AI model at the end of February 2026?,tech_ai
Will Z.ai have the top AI model on September 30?,tech_ai
"Will claude-opus-4-6 be the top AI model on April 24, 2026 (Style Control On)?",tech_ai
"Will claude-opus-4-7-thinking be the best AI model on April 24, 2026?",tech_ai
"Will gemini-3-pro be the best AI model on April 24, 2026?",tech_ai
"Will gpt-5.4-high have the top AI model on April 10, 2026 (Style Control On)?",tech_ai
Will xAI have the #1 AI model at the end of May 2026 (Style Control On)?,tech_ai
Will xAI have the best AI model for coding on March 31?,tech_ai
"Will xAI have the second highest estimated revenue for Apr 20–26, 2026?",tech_ai
"Markwayne Mullin confirmed as DHS Secretary by April 30, 2026?",trump_admin
Next French Prime Minister appointed by October 10?,trump_admin
Raj Rao announced as next BlackRock CEO?,trump_admin
"Trump cabinet member out by December 31, 2025?",trump_admin
Trump wins and picks Dimon for Treasury Secretary?,trump_admin
"UK Cabinet Minister resigns by February 28, 2026?",trump_admin
Will Donald Trump announce Jeff Clark as the next United States Attorney General by June 30?,trump_admin
Will Donald Trump sign an executive order on April 20?,trump_admin
Will Donald Trump sign an executive order on August 11?,trump_admin
